"","host.id","tree.id","xcoord","tips","reads","subgraphs","clades","overall.rtt","largest.rtt","max.branch.length","max.pat.distance","global.mean.pat.distance","subgraph.mean.pat.distance","normalised.overall.rtt","normalised.largest.rtt","normalised.max.branch.length","normalised.max.pat.distance","normalised.global.mean.pat.distance","normalised.subgraph.mean.pat.distance","solo.dual.count","prop.gp.1","prop.gp.2","prop.gp.3"
"35","FSQJFW01KL9-fq1","1025_to_1274",1149.5,2,4,1,1,0.008209691075,0.008209691075,0.0135495923,0.0135495923,0.0135495923,0.0135495923,0.00683567241275193,0.00683567241275193,0.0112818586525372,0.0112818586525372,0.0112818586525372,0.0112818586525372,1,1,0,0
"36","FSQK8U16YHC-fq1","1025_to_1274",1149.5,20,100,1,20,0.001504651414,0.001504651414,0.0136715828,0.0228447301,0.01003193518,0.01003193518,0.00125282474913199,0.00125282474913199,0.0113834321572951,0.0190213115079161,0.00835293580842098,0.00835293580842098,1,1,0,0
"37","FSQK8U16YLX-fq1","1025_to_1274",1149.5,35,100,1,31,0.004961445432,0.004961445432,0.013744668,0.0308604132,0.012742165994958,0.012742165994958,0.00413107087185939,0.00413107087185939,0.0114442854197208,0.0256954461782066,0.0106095676164575,0.0106095676164575,1,1,0,0
"38","FSQK8U16YR3-fq1","1025_to_1274",1149.5,24,75,1,1,0.00313734686266667,0.00313734686266667,0.0180837167,0.0447499645,0.0140389416706522,0.0140389416706522,0.00261226338511944,0.00261226338511944,0.015057127270311,0.0372603664388527,0.0116893078443041,0.0116893078443041,1,1,0,0
"39","FSQK8U16YSD-fq1","1025_to_1274",1149.5,22,100,1,22,0.001010566829,0.001010566829,0.0125858911,0.021056349,0.00841673413636364,0.00841673413636364,0.000841432854309625,0.000841432854309625,0.0104794477400199,0.0175322436200898,0.00700806361844844,0.00700806361844844,1,1,0,0
"40","FSQKFU012WG-fq1","1025_to_1274",1149.5,10,12,1,1,0.01446629495,0.01446629495,0.0181351492,0.0541431048,0.0215297500444444,0.0215297500444444,0.0120451369486455,0.0120451369486455,0.0150999517466716,0.0450814195614659,0.0179264136844825,0.0179264136844825,1,1,0,0
"41","FSQAFY00X4F-fq1","1050_to_1299",1174.5,62,100,1,62,0.020233171205,0.020233171205,0.0125834006,0.0538584484,0.02495215241523,0.02495215241523,0.0169860545181466,0.0169860545181466,0.0105639559142592,0.045214985407681,0.0209477109137228,0.0209477109137228,1,1,0,0
"42","FSQB8U16YCY-fq1","1050_to_1299",1174.5,1,6,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0
"43","FSQBFU012VM-fq1","1050_to_1299",1174.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","FSQBFV00K8L-fq1","1050_to_1299",1174.5,84,89,1,1,0.0616499424876404,0.0616499424876404,0.0397988002,0.1699855625,0.0640906215857143,0.0640906215857143,0.0517560630276722,0.0517560630276722,0.0334116972126923,0.142705461376677,0.0538050501983506,0.0538050501983506,1,1,0,0
"45","FSQCFV008QL-fq1","1050_to_1299",1174.5,10,10,1,1,0.02034724389,0.02034724389,0.0140346941,0.0589643293,0.0319338216688889,0.0319338216688889,0.0170818202696845,0.0170818202696845,0.011782338849048,0.0495014499688631,0.0268089282863614,0.0268089282863614,1,1,0,0
"46","FSQCFW01MW3-fq1","1050_to_1299",1174.5,64,74,1,1,0.0218026174297297,0.0218026174297297,0.0227711045,0.0937242824,0.0374302030018353,0.0374302030018353,0.018303628459792,0.018303628459792,0.0191166880641938,0.0786829585135499,0.0314232238917325,0.0314232238917325,1,1,0,0
"47","FSQCFX0212D-fq1","1050_to_1299",1174.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"48","FSQD8U16YWT-fq1","1050_to_1299",1174.5,40,52,1,1,0.0188615925980769,0.0188615925980769,0.0181959147,0.0575182997,0.0248657884712821,0.0248657884712821,0.0158345934467669,0.0158345934467669,0.0152757467413396,0.0482874861580699,0.020875207071125,0.020875207071125,1,1,0,0
"49","FSQDFV008MV-fq1","1050_to_1299",1174.5,43,100,1,41,0.008124036141,0.008124036141,0.009282316,0.0321221598,0.0132348749386489,0.0132348749386489,0.00682025172427336,0.00682025172427336,0.00779264525729419,0.026967041007817,0.0111108785158299,0.0111108785158299,1,1,0,0
"50","FSQEFW0259T-fq1","1050_to_1299",1174.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"51","FSQFFW01C6L-fq1","1050_to_1299",1174.5,15,28,1,1,0.0214915735464286,0.0214915735464286,0.0135019087,0.0441287178,0.0237017166,0.0237017166,0.0180425023957777,0.0180425023957777,0.0113350574140628,0.0370467287985718,0.0198979510558271,0.0198979510558271,1,1,0,0
"52","FSQGFW007QH-fq1","1050_to_1299",1174.5,54,100,1,49,0.014122583223,0.014122583223,0.0156514293,0.0856056962,0.0296699218137666,0.0296699218137666,0.0118561231026237,0.0118561231026237,0.0131396126036347,0.0718672820975171,0.024908349974978,0.024908349974978,1,1,0,0
"53","FSQHFY002YP-fq1","1050_to_1299",1174.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","FSQJFU011GK-fq1","1050_to_1299",1174.5,7,9,1,1,0.0073849902,0.0073849902,0.0133599355,0.0266295691,0.0152027664571429,0.0152027664571429,0.00619981143253408,0.00619981143253408,0.011215868756443,0.0223559276963748,0.0127629533329834,0.0127629533329834,1,1,0,0
"55","FSQJFW01KL9-fq1","1050_to_1299",1174.5,3,5,1,1,0.00269605276,0.00269605276,0.0090147211,0.0134770601,0.00898541866666667,0.00898541866666667,0.00226337723835613,0.00226337723835613,0.00756799527464318,0.0113141966369744,0.00754339543682876,0.00754339543682876,1,1,0,0
"56","FSQK8U16YHC-fq1","1050_to_1299",1174.5,30,100,1,26,0.001825837575,0.001825837575,0.0094015057,0.0275124674,0.0102631089032184,0.0102631089032184,0.00153281837414426,0.00153281837414426,0.00789270682063929,0.0230971342282541,0.00861603579535091,0.00861603579535091,1,1,0,0
"57","FSQK8U16YLX-fq1","1050_to_1299",1174.5,35,100,1,33,0.002728088704,0.002728088704,0.0090256442,0.0224547389,0.0104230292305882,0.0104230292305882,0.00229027189989044,0.00229027189989044,0.00757716538298791,0.0188510943381872,0.00875029133896994,0.00875029133896994,1,1,0,0
"58","FSQK8U16YR3-fq1","1050_to_1299",1174.5,21,81,1,1,0.00328702319259259,0.00328702319259259,0.0133231477,0.0400061316,0.0151894750419048,0.0151894750419048,0.00275950589188869,0.00275950589188869,0.0111849848396278,0.0335857550718406,0.0127517949880275,0.0127517949880275,1,1,0,0
"59","FSQK8U16YSD-fq1","1050_to_1299",1174.5,22,100,1,22,0.005165655705,0.005165655705,0.0084914006,0.016938736,0.00805644842727273,0.00805644842727273,0.00433664641781026,0.00433664641781026,0.00712865976695633,0.0142203261292719,0.00676351081211004,0.00676351081211004,1,1,0,0
"60","FSQKFU012WG-fq1","1050_to_1299",1174.5,13,16,1,1,0.01393232080625,0.01393232080625,0.0135431276,0.0404291458,0.0228825641102564,0.0228825641102564,0.0116963949141491,0.0116963949141491,0.0113696613066254,0.0339408819172742,0.0192102600997983,0.0192102600997983,1,1,0,0
"61","FSQAFY00X4F-fq1","1075_to_1324",1199.5,52,100,1,46,0.011863167209,0.011863167209,0.0169181436,0.0547066277,0.0207747242015837,0.0207747242015837,0.0101402175654447,0.0101402175654447,0.0144610333720397,0.0467612988485008,0.0177575026596903,0.0177575026596903,1,1,0,0
"62","FSQB8U16YCY-fq1","1075_to_1324",1199.5,1,7,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0
"63","FSQBFU012VM-fq1","1075_to_1324",1199.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"64","FSQBFV00K8L-fq1","1075_to_1324",1199.5,74,80,1,1,0.02975633700875,0.02975633700875,0.0324041695,0.0848966142,0.0447994269433913,0.0447994269433913,0.0254346689972057,0.0254346689972057,0.0276979429665517,0.0725666361597368,0.0382929725266451,0.0382929725266451,1,1,0,0
"65","FSQCFV008QL-fq1","1075_to_1324",1199.5,10,10,1,1,0.02516888036,0.02516888036,0.029309865,0.0754199692,0.0371582472666667,0.0371582472666667,0.0215134726024452,0.0215134726024452,0.025053040446765,0.0644663337364867,0.0317615612252972,0.0317615612252972,1,1,0,0
"66","FSQCFW01MW3-fq1","1075_to_1324",1199.5,64,79,1,1,0.0196348707164557,0.0196348707164557,0.02288449,0.0721452631,0.0358217983714782,0.0358217983714782,0.0167831960408677,0.0167831960408677,0.0195608561681737,0.0616672302819137,0.0306192117731181,0.0306192117731181,1,1,0,0
"67","FSQCFX0212D-fq1","1075_to_1324",1199.5,2,3,1,1,0.0258264504333333,0.0258264504333333,0.0443127478,0.0443127478,0.0443127478,0.0443127478,0.0220755403446134,0.0220755403446134,0.0378769763334187,0.0378769763334187,0.0378769763334187,0.0378769763334187,1,1,0,0
"68","FSQD8U16YWT-fq1","1075_to_1324",1199.5,52,61,1,1,0.0263276366983607,0.0263276366983607,0.0230208964,0.0534341777,0.0269995965238311,0.0269995965238311,0.0225039367145418,0.0225039367145418,0.0196774515553035,0.0456736533981896,0.0230783043100975,0.0230783043100975,1,1,0,0
"69","FSQDFV008MV-fq1","1075_to_1324",1199.5,39,100,1,37,0.007277931168,0.007277931168,0.009364033,0.0232488795,0.0119412655222672,0.0119412655222672,0.00622091926798965,0.00622091926798965,0.00800404565131372,0.0198723234806938,0.0102069732533712,0.0102069732533712,1,1,0,0
"70","FSQEFW0259T-fq1","1075_to_1324",1199.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"71","FSQFFW01C6L-fq1","1075_to_1324",1199.5,15,38,1,1,0.0245776715631579,0.0245776715631579,0.013657341,0.0496076687,0.0205200821828571,0.0205200821828571,0.0210081281424906,0.0210081281424906,0.011673814139651,0.0424028882565927,0.017539843629374,0.017539843629374,1,1,0,0
"72","FSQGFW007QH-fq1","1075_to_1324",1199.5,58,100,1,55,0.014361378399,0.014361378399,0.0132919852,0.0615297218,0.0239410273623714,0.0239410273623714,0.0122756005154389,0.0122756005154389,0.0113615208679194,0.0525934394079808,0.020463947099265,0.020463947099265,1,1,0,0
"73","FSQHFY002YP-fq1","1075_to_1324",1199.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","FSQJFU011GK-fq1","1075_to_1324",1199.5,10,12,1,1,0.00791604466666667,0.00791604466666667,0.0136509681,0.0317903745,0.0161919623155556,0.0161919623155556,0.00676635621530151,0.00676635621530151,0.0116683668091545,0.0271732926155172,0.0138403191827771,0.0138403191827771,1,1,0,0
"75","FSQJFW01KL9-fq1","1075_to_1324",1199.5,4,5,1,1,0.00454645098,0.00454645098,0.0091404773,0.0136735136,0.0090996093,0.0090996093,0.00388614619313921,0.00388614619313921,0.0078129581115313,0.0116876379086083,0.00777802558430955,0.00777802558430955,1,1,0,0
"76","FSQK8U16YHC-fq1","1075_to_1324",1199.5,35,100,1,31,0.006470503005,0.006470503005,0.0092233825,0.022965892,0.00962137300638656,0.00962137300638656,0.00553075810806974,0.00553075810806974,0.00788382255696109,0.0196304357311791,0.0082240108264714,0.0082240108264714,1,1,0,0
"77","FSQK8U16YLX-fq1","1075_to_1324",1199.5,21,100,1,19,0.001963809,0.001963809,0.0091759079,0.0183299847,0.00935040887809524,0.00935040887809524,0.00167859477710734,0.00167859477710734,0.00784324294071264,0.0156678254259337,0.00799240023168685,0.00799240023168685,1,1,0,0
"78","FSQK8U16YR3-fq1","1075_to_1324",1199.5,24,93,1,1,0.00664826348924731,0.00664826348924731,0.0135735274,0.0361121188,0.0141678716112319,0.0141678716112319,0.00568270151011831,0.00568270151011831,0.0116021732258908,0.0308673674517021,0.0121101977276513,0.0121101977276513,1,1,0,0
"79","FSQK8U16YSD-fq1","1075_to_1324",1199.5,30,100,1,30,0.001591249143,0.001591249143,0.0130038771,0.0259541143,0.00974672975333333,0.00974672975333333,0.0013601437311451,0.0013601437311451,0.0111152562098482,0.0221846629221206,0.008331161359288,0.008331161359288,1,1,0,0
"80","FSQKFU012WG-fq1","1075_to_1324",1199.5,20,26,1,1,0.0132159349153846,0.0132159349153846,0.013786843,0.0454414788,0.0229007503231579,0.0229007503231579,0.0112965157627626,0.0112965157627626,0.0117845078888012,0.0388417758436354,0.0195747549197972,0.0195747549197972,1,1,0,0
"81","FSQAFY00X4F-fq1","1100_to_1349",1224.5,38,73,1,1,0.0113811402479452,0.0113811402479452,0.0126885195,0.0378394218,0.0157546429339972,0.0157546429339972,0.00999223347947785,0.00999223347947785,0.0111400656340913,0.0332216569796078,0.0138320121844318,0.0138320121844318,1,1,0,0
"82","FSQB8U16YCY-fq1","1100_to_1349",1224.5,1,7,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0
"83","FSQBFU012VM-fq1","1100_to_1349",1224.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"84","FSQBFV00K8L-fq1","1100_to_1349",1224.5,70,72,1,1,0.0435394511666667,0.0435394511666667,0.035042262,0.103318375,0.0447094378940373,0.0447094378940373,0.0382260785956139,0.0382260785956139,0.0307658508659756,0.0907098325149484,0.0392532850347831,0.0392532850347831,1,1,0,0
"85","FSQCFV008QL-fq1","1100_to_1349",1224.5,3,3,1,1,0.00922231896666667,0.00922231896666667,0.0138703883,0.0231047015,0.0184446379333333,0.0184446379333333,0.00809686572079521,0.00809686572079521,0.0121777041074281,0.0202851003354716,0.0161937314415904,0.0161937314415904,1,1,0,0
"86","FSQCFW01MW3-fq1","1100_to_1349",1224.5,63,78,1,1,0.0219402184576923,0.0219402184576923,0.0231760556,0.0905748595,0.0356810868263185,0.0356810868263185,0.0192627259346525,0.0192627259346525,0.0203477466794569,0.079521482362745,0.0313267161815764,0.0313267161815764,1,1,0,0
"87","FSQCFX0212D-fq1","1100_to_1349",1224.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"88","FSQD8U16YWT-fq1","1100_to_1349",1224.5,71,99,1,1,0.0266759952434344,0.0266759952434344,0.0230002734,0.070985264,0.0299796181870423,0.0299796181870423,0.0234205683229289,0.0234205683229289,0.0201934162041556,0.0623225191885702,0.0263210309357721,0.0263210309357721,1,1,0,0
"89","FSQDFV008MV-fq1","1100_to_1349",1224.5,37,100,1,35,0.00778742729,0.00778742729,0.0140572044,0.0324772918,0.0125974891144144,0.0125974891144144,0.00683708222470822,0.00683708222470822,0.0123417219517089,0.0285138989044021,0.0110601442161418,0.0110601442161418,1,1,0,0
"90","FSQEFW0259T-fq1","1100_to_1349",1224.5,2,4,1,1,0.001197142425,0.001197142425,0.0047845401,0.0047845401,0.0047845401,0.0047845401,0.00105104816900468,0.00105104816900468,0.00420065483155396,0.00420065483155396,0.00420065483155396,0.00420065483155396,1,1,0,0
"91","FSQFFW01C6L-fq1","1100_to_1349",1224.5,16,52,1,1,0.0264471619115385,0.0264471619115385,0.0135921564,0.0494090623,0.0214466045475,0.0214466045475,0.0232196608540482,0.0232196608540482,0.011933426465147,0.0433793869285463,0.0188293506021369,0.0188293506021369,1,1,0,0
"92","FSQGFW007QH-fq1","1100_to_1349",1224.5,45,100,1,43,0.027277885886,0.027277885886,0.0338104107,0.0928104412,0.0339313905359596,0.0339313905359596,0.023949006748131,0.023949006748131,0.0296843295479494,0.0814842430196029,0.0297905455105754,0.0297905455105754,1,1,0,0
"93","FSQHFY002YP-fq1","1100_to_1349",1224.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"94","FSQJFU011GK-fq1","1100_to_1349",1224.5,8,11,1,1,0.00817896053636363,0.00817896053636363,0.0136775562,0.0365103899,0.0153762779178571,0.0153762779178571,0.007180834390784,0.007180834390784,0.0120084044306329,0.0320548145756693,0.0134998212528228,0.0134998212528228,1,1,0,0
"95","FSQJFW01KL9-fq1","1100_to_1349",1224.5,4,4,1,1,0.00451847855,0.00451847855,0.009077699,0.0135787229,0.0090369571,0.0090369571,0.00396706232064613,0.00396706232064613,0.00796989457016832,0.0119216323333182,0.00793412464129225,0.00793412464129225,1,1,0,0
"96","FSQK8U16YHC-fq1","1100_to_1349",1224.5,38,100,1,37,0.002067317863,0.002067317863,0.0092363855,0.0184410814,0.00940253209687055,0.00940253209687055,0.00181503103497215,0.00181503103497215,0.00810921563321624,0.0161906089327143,0.00825508639410515,0.00825508639410515,1,1,0,0
"97","FSQK8U16YLX-fq1","1100_to_1349",1224.5,25,100,1,25,0.012051793499,0.012051793499,0.0136422569,0.0316838365,0.01223146449,0.01223146449,0.0105810430119428,0.0105810430119428,0.0119774129096097,0.0278172735715792,0.0107387877064505,0.0107387877064505,1,1,0,0
"98","FSQK8U16YR3-fq1","1100_to_1349",1224.5,17,44,1,1,0.00452309386590909,0.00452309386590909,0.0182056886,0.040835076,0.0146846414691176,0.0146846414691176,0.00397111440269946,0.00397111440269946,0.0159839424857902,0.0358517340666187,0.0128925892243827,0.0128925892243827,1,1,0,0
"99","FSQK8U16YSD-fq1","1100_to_1349",1224.5,28,100,1,27,0.005400187766,0.005400187766,0.008703408,0.0173166678,0.00798118075793651,0.00798118075793651,0.00474117143057209,0.00474117143057209,0.0076412804788041,0.015203414067004,0.00700719082954943,0.00700719082954943,1,1,0,0
"100","FSQKFU012WG-fq1","1100_to_1349",1224.5,24,30,1,1,0.0108681781,0.0108681781,0.013677239,0.0409139206,0.0200483219507246,0.0200483219507246,0.00954187108724493,0.00954187108724493,0.0120081259403946,0.0359209568013037,0.017601708566903,0.017601708566903,1,1,0,0
